Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Sutton Place,40.760280331313744,-73.96355614094303,The Pleasure Chest New York UES,40.761423127208374,-73.96356245801886,Adult Boutique
Sutton Place,40.760280331313744,-73.96355614094303,The Jeffrey Craft Beer & Bites,40.76090722126324,-73.96305772556497,Beer Garden
Sutton Place,40.760280331313744,-73.96355614094303,Felidia,40.76026719652006,-73.96527741724208,Italian Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Katagiri,40.760951444415014,-73.96550238132477,Grocery Store
Sutton Place,40.760280331313744,-73.96355614094303,City Hops,40.76139617838163,-73.9637316603602,Beer Store
Sutton Place,40.760280331313744,-73.96355614094303,Earth Yoga NYC,40.76127072190423,-73.96204547441614,Yoga Studio
Sutton Place,40.760280331313744,-73.96355614094303,Rosa Mexicano,40.758956,-73.962724,Mexican Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Muscle Maker Grill,40.75990204498669,-73.96488282563628,American Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Woops!,40.7614696287645,-73.96375035126478,Dessert Shop
Sutton Place,40.760280331313744,-73.96355614094303,ICE NYC,40.76011254023884,-73.96295510114648,Gym
Sutton Place,40.760280331313744,-73.96355614094303,Club A Steakhouse,40.76023556580318,-73.96540359079097,Steakhouse
Sutton Place,40.760280331313744,-73.96355614094303,MNDFL Meditation,40.761565848581355,-73.96464097708291,Spiritual Center
Sutton Place,40.760280331313744,-73.96355614094303,Chola Eclectic Indian Cuisine,40.76033870460851,-73.96578518975763,Indian Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Adyar Anand Bhavan,40.75934645081527,-73.96243393421173,Indian Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Sasabune Express,40.76026327939677,-73.96311746508297,Sushi Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Pit Stop,40.76029412136227,-73.96453952775464,Juice Bar
Sutton Place,40.760280331313744,-73.96355614094303,Whole Foods Market,40.759709268743435,-73.96616626565199,Grocery Store
Sutton Place,40.760280331313744,-73.96355614094303,TS Fitness,40.76108,-73.96217,Gym
Sutton Place,40.760280331313744,-73.96355614094303,Neary's,40.75846101903895,-73.96340048686271,Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Crunch Fitness - 59th Street,40.76024460802107,-73.96461067907435,Gym / Fitness Center
Sutton Place,40.760280331313744,-73.96355614094303,Brooklyn Pizza Masters,40.758614,-73.962746,Pizza Place
Sutton Place,40.760280331313744,-73.96355614094303,Magnolia Bakery,40.76191895111942,-73.96639659157101,Bakery
Sutton Place,40.760280331313744,-73.96355614094303,Bistro Vendome,40.75911454459662,-73.96169818030543,French Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Luscious Thai,40.760480196767055,-73.96162673932669,Thai Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Under The Bridge,40.759577220039354,-73.96196937626222,Greek Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Foxy Greens,40.75851337064218,-73.96288836287196,Juice Bar
Sutton Place,40.760280331313744,-73.96355614094303,D&D Building,40.7608776,-73.9663436,Design Studio
Sutton Place,40.760280331313744,-73.96355614094303,Treadwell Park,40.76146112347086,-73.96076080803624,Beer Garden
Sutton Place,40.760280331313744,-73.96355614094303,Juice Press,40.761117,-73.962046,Juice Bar
Sutton Place,40.760280331313744,-73.96355614094303,Blue & Gold Deli,40.75952545165415,-73.962075806611,Deli / Bodega
Sutton Place,40.760280331313744,-73.96355614094303,Flywheel Sports,40.76212367,-73.9658335,Cycle Studio
Sutton Place,40.760280331313744,-73.96355614094303,Anassa Taverna,40.762099402926964,-73.96596404830187,Mediterranean Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,CB2,40.76095,-73.96635,Furniture / Home Store
Sutton Place,40.760280331313744,-73.96355614094303,Land Of Plenty,40.76069209825678,-73.9666620391526,Szechuan Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,NY Jumbo Bagels,40.758824585630386,-73.96573105557194,Bagel Shop
Sutton Place,40.760280331313744,-73.96355614094303,Bon Vivant New York,40.76094213971636,-73.96538675665396,Pastry Shop
Sutton Place,40.760280331313744,-73.96355614094303,Bed Bath & Beyond,40.76064838348389,-73.96085336649035,Furniture / Home Store
Sutton Place,40.760280331313744,-73.96355614094303,Complete Body,40.759490364841156,-73.96492090527245,Gym / Fitness Center
Sutton Place,40.760280331313744,-73.96355614094303,FlyBarre,40.76239875562695,-73.96595888659347,Gym / Fitness Center
Sutton Place,40.760280331313744,-73.96355614094303,Oak & Barrel Wine and Liquor,40.759636645581246,-73.96606131786663,Liquor Store
Sutton Place,40.760280331313744,-73.96355614094303,Scalinatella,40.762761445552506,-73.96556629404492,Italian Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Yo Yoga! NYC,40.75976134132783,-73.96253231505861,Yoga Studio
Sutton Place,40.760280331313744,-73.96355614094303,Roy's Fish and Sushi Market,40.761777573018946,-73.96038722165208,Seafood Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,The Blasket,40.75949911324469,-73.96519133436675,Irish Pub
Sutton Place,40.760280331313744,-73.96355614094303,amata,40.75923625291223,-73.96751482131353,Italian Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,The Health Nuts,40.76334138643865,-73.96237394533739,Gourmet Shop
Sutton Place,40.760280331313744,-73.96355614094303,Sutton Bar Room,40.759334299894796,-73.96213942561282,Bar
Sutton Place,40.760280331313744,-73.96355614094303,Barry's Bootcamp UES,40.76366247095578,-73.96209804250056,Gym / Fitness Center
Sutton Place,40.760280331313744,-73.96355614094303,Dylan's Candy Bar,40.762164347458956,-73.96612633651402,Candy Store
Sutton Place,40.760280331313744,-73.96355614094303,Draught 55,40.75830687428596,-73.96641573828305,Bar
Sutton Place,40.760280331313744,-73.96355614094303,A La Mode Shoppe,40.757233209355775,-73.96418950228437,Ice Cream Shop
Sutton Place,40.760280331313744,-73.96355614094303,Mr. Chow,40.758702868596544,-73.96455191801327,Chinese Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Moti Mahal Delux,40.76209761945207,-73.96028513480461,Indian Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Crush Wine & Spirits,40.760557805429,-73.96824586167922,Wine Shop
Sutton Place,40.760280331313744,-73.96355614094303,AKA Sutton Place,40.7578699,-73.96457199999999,Hotel
Sutton Place,40.760280331313744,-73.96355614094303,CMX CineBistro,40.761337726690094,-73.96040620075772,Movie Theater
Sutton Place,40.760280331313744,-73.96355614094303,JackRabbit,40.76368202378682,-73.96503201741812,Sporting Goods Shop
Sutton Place,40.760280331313744,-73.96355614094303,Serendipity 3,40.76175815251792,-73.9650541838212,Dessert Shop
Sutton Place,40.760280331313744,-73.96355614094303,Areppas,40.76033373504638,-73.96743432455165,Latin American Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Dawat,40.76053721892189,-73.96652613958597,Indian Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Sapphire New York Strip Club,40.76052839790494,-73.96229715855108,Strip Club
Sutton Place,40.760280331313744,-73.96355614094303,Bloomingdale's,40.7622681,-73.9672518,Department Store
Sutton Place,40.760280331313744,-73.96355614094303,T.J. Maxx,40.759540358079946,-73.96135103027575,Department Store
Sutton Place,40.760280331313744,-73.96355614094303,"Lips Drag Queen Show Palace, Restaurant & Bar",40.7592264,-73.9669343,American Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Design Within Reach,40.760284304127126,-73.96742123796446,Furniture / Home Store
Sutton Place,40.760280331313744,-73.96355614094303,Isle of Capri,40.76280660337758,-73.9657941312708,Italian Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Best Pizza,40.75805763690922,-73.96322121769005,Pizza Place
Sutton Place,40.760280331313744,-73.96355614094303,Kusmi Tea,40.763005537143506,-73.96553562982791,Tea Room
Sutton Place,40.760280331313744,-73.96355614094303,Milk & Hops UES,40.76242430080071,-73.96008473253472,Beer Bar
Sutton Place,40.760280331313744,-73.96355614094303,Paname,40.75878786170727,-73.96577718859884,French Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Sushi Seki UES,40.761844267988,-73.96041193924857,Sushi Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Sutton Inn,40.75665315495737,-73.96484669560901,American Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,The Cigar Inn,40.7571515231671,-73.96694708375568,Smoke Shop
Sutton Place,40.760280331313744,-73.96355614094303,Trooper Fitness,40.75770519212359,-73.96760144330764,Gym / Fitness Center
Sutton Place,40.760280331313744,-73.96355614094303,juice press,40.7634671312426,-73.96512169599512,Vegetarian / Vegan Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Chipotle Mexican Grill,40.762630101999704,-73.96614269900823,Burrito Place
Sutton Place,40.760280331313744,-73.96355614094303,P.J. Clarke's,40.75892425944354,-73.96847418200814,Pub
Sutton Place,40.760280331313744,-73.96355614094303,El Rey Del Sabor,40.76226535515787,-73.96627453823102,Mexican Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Lash Forever Eyelash Extensions (3rd Ave.),40.759989,-73.96812,Health & Beauty Service
Sutton Place,40.760280331313744,-73.96355614094303,Birch Coffee,40.763781420993965,-73.96649211645126,Coffee Shop
Sutton Place,40.760280331313744,-73.96355614094303,Bumble & Bumble,40.75990252535224,-73.96910482861064,Salon / Barbershop
Sutton Place,40.760280331313744,-73.96355614094303,Felice 64,40.762706137157465,-73.95973879585064,Wine Bar
Sutton Place,40.760280331313744,-73.96355614094303,Forty Carrots Restaurant,40.76210583709248,-73.96733383366566,Dessert Shop
Sutton Place,40.760280331313744,-73.96355614094303,Sutton East Tennis Club,40.759275433502886,-73.9598614879976,Tennis Court
Sutton Place,40.760280331313744,-73.96355614094303,Angkor Cambodian Bistro NYC,40.76247093786343,-73.95910271617652,Cambodian Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Sprinkles Cupcakes,40.76317085988467,-73.967511235118,Cupcake Shop
Sutton Place,40.760280331313744,-73.96355614094303,Ravagh Persian Grill,40.76178422133652,-73.96044293856625,Persian Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,Mount Vernon Hotel Museum,40.76029526333666,-73.95996149257886,History Museum
Sutton Place,40.760280331313744,-73.96355614094303,Lush Spa - Fresh Handmade Treatments,40.763525400555444,-73.96701195160858,Spa
Sutton Place,40.760280331313744,-73.96355614094303,16 Handles,40.76250754094427,-73.95996128342878,Ice Cream Shop
Sutton Place,40.760280331313744,-73.96355614094303,Sutton Place Park,40.75709533120833,-73.96013259887695,Park
Sutton Place,40.760280331313744,-73.96355614094303,One Lenox,40.76093860472244,-73.96117140149255,Restaurant
Sutton Place,40.760280331313744,-73.96355614094303,The Container Store,40.76161311674494,-73.96849988462407,Furniture / Home Store
Sutton Place,40.760280331313744,-73.96355614094303,Sprinkles Cupcake ATM,40.763141163784894,-73.96744995067958,Cupcake Shop
Sutton Place,40.760280331313744,-73.96355614094303,The Home Depot,40.7614618,-73.9668809,Hardware Store
Sutton Place,40.760280331313744,-73.96355614094303,Sofia Pizza Shoppe,40.75657425963274,-73.96418175058723,Pizza Place
Sutton Place,40.760280331313744,-73.96355614094303,CP Burn,40.75729999978472,-73.96373903565308,Pilates Studio
Sutton Place,40.760280331313744,-73.96355614094303,Louis Vuitton,40.76235161205562,-73.96811706956107,Boutique
Sutton Place,40.760280331313744,-73.96355614094303,Eclair Bakery,40.756645146573284,-73.96681654390507,Bakery
Hunters Point,40.743414090073536,-73.95386782130745,The Yoga Room,40.7444905,-73.9528148,Yoga Studio
Hunters Point,40.743414090073536,-73.95386782130745,Hibino LIC,40.742770322053616,-73.95212742045815,Japanese Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Casa Enrique,40.74337379326435,-73.95433921685861,Mexican Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Takumen,40.74278596085972,-73.95454383115116,Japanese Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Bellwether,40.74485927691836,-73.95336435384114,New American Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Tuk Tuk,40.74314207648646,-73.95402068036337,Thai Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Greenpoint Fish & Lobster Co.,40.74411582152947,-73.954479116946,Fish Market
Hunters Point,40.743414090073536,-73.95386782130745,Sweetleaf,40.743294,-73.95159,Coffee Shop
Hunters Point,40.743414090073536,-73.95386782130745,51st Bakery & Cafe,40.742339264882496,-73.95534217357635,Café
Hunters Point,40.743414090073536,-73.95386782130745,Alewife Taproom,40.742276453921,-73.95602979303453,Gastropub
Hunters Point,40.743414090073536,-73.95386782130745,sLICe,40.74374085404591,-73.953688997985,Pizza Place
Hunters Point,40.743414090073536,-73.95386782130745,Tournesol,40.742374,-73.95437,French Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Manetta's Ristorante,40.742577,-73.95194,Italian Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Jackson's Eatery | Bar,40.74245450370551,-73.95315300029714,American Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Jora,40.743673955671525,-73.95132038287467,Peruvian Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Vernon Grille,40.74348911951407,-73.95387721406914,Greek Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Tamashii Ramen,40.74451501392949,-73.95355678946103,Noodle House
Hunters Point,40.743414090073536,-73.95386782130745,Bella Via,40.744218522452904,-73.95366930142053,Italian Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Cyclo,40.745562530431286,-73.95346489700572,Vietnamese Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Hunter's Point Community Park,40.7450325622929,-73.95322532118081,Park
Hunters Point,40.743414090073536,-73.95386782130745,Blend LIC,40.74532949046617,-73.95330515464566,Latin American Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Cafe Henri - LIC,40.742568,-73.953835,Café
Hunters Point,40.743414090073536,-73.95386782130745,Madera Cuban Grill & Steakhouse,40.74460320397339,-73.9534388285114,Cuban Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Woodbines,40.74518102698097,-73.9533368815064,American Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Bareburger,40.74349645012385,-73.95363438208204,Burger Joint
Hunters Point,40.743414090073536,-73.95386782130745,fLorEsta,40.74211296816169,-73.95472795948544,Flower Shop
Hunters Point,40.743414090073536,-73.95386782130745,Domaine Bar a Vins,40.74263060568493,-73.95413908362117,Wine Bar
Hunters Point,40.743414090073536,-73.95386782130745,Hunter's Point Wines & Spirits,40.74501609976814,-73.95333307634641,Wine Shop
Hunters Point,40.743414090073536,-73.95386782130745,Sweet Chick,40.745724494094226,-73.95323056125441,Fried Chicken Joint
Hunters Point,40.743414090073536,-73.95386782130745,Kata Therapeutic & Relaxation Massage Spa,40.74414573102316,-73.95365384752452,Massage Studio
Hunters Point,40.743414090073536,-73.95386782130745,Nu Look E&I Eatery and Bar,40.742928546166816,-73.95411745790054,Deli / Bodega
Hunters Point,40.743414090073536,-73.95386782130745,Dai Hachi,40.74625219381609,-73.95304476401424,Japanese Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,CrossFit Gantry,40.74612457212019,-73.9522352960643,Gym / Fitness Center
Hunters Point,40.743414090073536,-73.95386782130745,Murasaki,40.74566064782797,-73.95323983145857,Sushi Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Manducatis Rustica,40.745959142740666,-73.95302063397736,Italian Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Mu Ramen,40.74369582582085,-73.9505378808903,Ramen Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Dominie's Hoek,40.74361231146355,-73.95369056015777,Bar
Hunters Point,40.743414090073536,-73.95386782130745,The Gutter,40.746422740671754,-73.95184807898822,Bowling Alley
Hunters Point,40.743414090073536,-73.95386782130745,Crank Indoor Cycling Studio,40.74609994934506,-73.95660411830916,Cycle Studio
Hunters Point,40.743414090073536,-73.95386782130745,The Creek and The Cave,40.74309374819518,-73.9515466508085,Comedy Club
Hunters Point,40.743414090073536,-73.95386782130745,Pink Canary Desserts,40.744206100733976,-73.94945430546649,Dessert Shop
Hunters Point,40.743414090073536,-73.95386782130745,Fifth Hammer Brewing Company,40.74655304120232,-73.95143837388332,Brewery
Hunters Point,40.743414090073536,-73.95386782130745,Blue Streak Wines & Spirits,40.7457824831587,-73.95698052227436,Wine Shop
Hunters Point,40.743414090073536,-73.95386782130745,Black Star Bakery,40.7437321482047,-73.95779022918374,Café
Hunters Point,40.743414090073536,-73.95386782130745,Circus Warehouse,40.74007131143138,-73.95459651947021,Event Space
Hunters Point,40.743414090073536,-73.95386782130745,BLVD Wine Bar,40.74607082094463,-73.95687245115076,Wine Bar
Hunters Point,40.743414090073536,-73.95386782130745,The UPS Store,40.74611820262698,-73.95316515864579,Shipping Store
Hunters Point,40.743414090073536,-73.95386782130745,LIC Bar,40.74690927761231,-73.95275949098875,Bar
Hunters Point,40.743414090073536,-73.95386782130745,E&I Deli & Grocery,40.74302657062001,-73.9540790667955,Deli / Bodega
Hunters Point,40.743414090073536,-73.95386782130745,Spice,40.74414062622381,-73.95353300797537,Thai Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Sweetleaf,40.746825581589405,-73.95639857871936,Café
Hunters Point,40.743414090073536,-73.95386782130745,Corner Bistro,40.74476754006533,-73.95349477344013,Burger Joint
Hunters Point,40.743414090073536,-73.95386782130745,Bierocracy,40.74391020162139,-73.9502105313143,Beer Garden
Hunters Point,40.743414090073536,-73.95386782130745,Communitea,40.74559398119634,-73.95017000705822,Coffee Shop
Hunters Point,40.743414090073536,-73.95386782130745,Cannelle LIC,40.746012,-73.955319,Bakery
Hunters Point,40.743414090073536,-73.95386782130745,Workout Factory,40.747425,-73.95378,Gym / Fitness Center
Hunters Point,40.743414090073536,-73.95386782130745,Long Island City Piers,40.74407079773566,-73.95940498891497,Pier
Hunters Point,40.743414090073536,-73.95386782130745,Something Sweet,40.74309604075962,-73.9540111185736,Ice Cream Shop
Hunters Point,40.743414090073536,-73.95386782130745,Rockaway Brewing Co.,40.747336483161995,-73.95484307605413,Brewery
Hunters Point,40.743414090073536,-73.95386782130745,Chase Bank,40.7426691,-73.952948,Bank
Hunters Point,40.743414090073536,-73.95386782130745,Natural Frontier Market,40.74221892547149,-73.95077861709068,Health Food Store
Hunters Point,40.743414090073536,-73.95386782130745,Gantry Plaza State Park,40.74655794031174,-73.9580512046814,State / Provincial Park
Hunters Point,40.743414090073536,-73.95386782130745,Hunters Point Plaza,40.743657257120546,-73.94926814891794,Plaza
Hunters Point,40.743414090073536,-73.95386782130745,DesiBowl,40.743022,-73.953898,Indian Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Beyond Movement Fitness,40.74695795387684,-73.95530800494164,Gym
Hunters Point,40.743414090073536,-73.95386782130745,SHI,40.74601152624443,-73.95700753754905,Asian Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,LIC Waterfront,40.745557295560424,-73.95848087095864,Scenic Lookout
Hunters Point,40.743414090073536,-73.95386782130745,Manducatis,40.7445680769774,-73.9490078387153,Italian Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Shi To Go,40.74593542611723,-73.9568564789826,Asian Restaurant
Hunters Point,40.743414090073536,-73.95386782130745,Urban Market,40.74355769595508,-73.95839616144563,Grocery Store
Hunters Point,40.743414090073536,-73.95386782130745,Pulaski Bridge Pedestrian & Bike Path,40.73923942615466,-73.95275462420159,Bike Trail
Hunters Point,40.743414090073536,-73.95386782130745,Waterfront Park,40.73903265988342,-73.95515800750752,Scenic Lookout
Hunters Point,40.743414090073536,-73.95386782130745,4615 Center Boulevard,40.74714239796346,-73.95644520495816,Residential Building (Apartment / Condo)
Hunters Point,40.743414090073536,-73.95386782130745,Newton Creek,40.73904943944441,-73.9550933988367,Other Great Outdoors
Turtle Bay,40.752042369507215,-73.96770824581834,Japan Society,40.75228712583575,-73.96843100516413,Museum
Turtle Bay,40.752042369507215,-73.96770824581834,Remi Flowers & Coffee,40.7537510182011,-73.9690750837326,Café
Turtle Bay,40.752042369507215,-73.96770824581834,United Nations Visitor Center,40.75080479507166,-73.9678144454956,Tourist Information Center
Turtle Bay,40.752042369507215,-73.96770824581834,Karaoke Duet 48,40.75351008420309,-73.96915706304651,Karaoke Bar
Turtle Bay,40.752042369507215,-73.96770824581834,Kaoru,40.75228281960983,-73.96992887885496,Karaoke Bar
Turtle Bay,40.752042369507215,-73.96770824581834,Dag Hammarskjold Greenmarket,40.75282867615567,-73.96989904415544,Farmers Market
Turtle Bay,40.752042369507215,-73.96770824581834,KaoruMC,40.7522717190202,-73.97001439858002,Sushi Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Beekman Tower - Living by BridgeStreet,40.75308580508345,-73.96648861119618,Residential Building (Apartment / Condo)
Turtle Bay,40.752042369507215,-73.96770824581834,Sip Sak,40.75451677439056,-73.96884163151609,Turkish Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,United Nations Gift Centre,40.75061906375329,-73.96739113513392,Gift Shop
Turtle Bay,40.752042369507215,-73.96770824581834,Diplomatic Duty Free Shops of New York,40.75264330084569,-73.9701392520279,Duty-free Shop
Turtle Bay,40.752042369507215,-73.96770824581834,The Amish Market,40.751874,-73.971347,Grocery Store
Turtle Bay,40.752042369507215,-73.96770824581834,Ethos,40.7545262,-73.96604839999999,Greek Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,UN Delegates Lounge,40.749602935809875,-73.96719499490706,Lounge
Turtle Bay,40.752042369507215,-73.96770824581834,I Love Kickboxing - 43rd Street,40.75058,-73.97154,Martial Arts Dojo
Turtle Bay,40.752042369507215,-73.96770824581834,Nishida Shoten Ramen,40.75412273361247,-73.9686980555021,Ramen Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Pennylane Coffee,40.751613465364656,-73.97043687640405,Coffee Shop
Turtle Bay,40.752042369507215,-73.96770824581834,Yama 49,40.75394304999604,-73.96852835621924,Sushi Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Il Postino,40.753613186222005,-73.96758838733226,Italian Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Ophelia,40.75331788692611,-73.96643788582227,Cocktail Bar
Turtle Bay,40.752042369507215,-73.96770824581834,Crave Fishbar,40.75502559227126,-73.96857583512869,Seafood Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,The Smith,40.75537617759881,-73.9682432636581,American Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Millennium Hilton New York One UN Plaza,40.75065903556409,-73.96920040246408,Hotel
Turtle Bay,40.752042369507215,-73.96770824581834,TennisPoint NYC,40.75049484304483,-73.96928568143008,Tennis Court
Turtle Bay,40.752042369507215,-73.96770824581834,Deux Amis,40.754647825394265,-73.96604396705546,French Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Da Raffaele,40.75346336947175,-73.96645414164742,Italian Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Pickler & Co.,40.752191,-73.971991,Coffee Shop
Turtle Bay,40.752042369507215,-73.96770824581834,Sofia Wine Bar,40.75515692236264,-73.96915969563516,Wine Bar
Turtle Bay,40.752042369507215,-73.96770824581834,Mario Badescu,40.755540207691205,-73.96696055132604,Spa
Turtle Bay,40.752042369507215,-73.96770824581834,Ideal Cheese Shop,40.7550404741333,-73.965347154681,Cheese Shop
Turtle Bay,40.752042369507215,-73.96770824581834,La Cava Wine Bar,40.75477648249739,-73.96870717923181,Wine Bar
Turtle Bay,40.752042369507215,-73.96770824581834,United Nations Bookshop,40.750634497538975,-73.9673451754693,Bookstore
Turtle Bay,40.752042369507215,-73.96770824581834,Herbs Thai Bistro,40.75181183490478,-73.97093849292712,Thai Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,The Palm Too,40.75162195871459,-73.97086375120021,Steakhouse
Turtle Bay,40.752042369507215,-73.96770824581834,Millennium UN Plaza Hotel,40.75054931353273,-73.96943551520798,Hotel
Turtle Bay,40.752042369507215,-73.96770824581834,Tudor City Park North,40.74932450274798,-73.97052427585831,Park
Turtle Bay,40.752042369507215,-73.96770824581834,Aburiya Kinnosuke,40.75254961876706,-73.97255113821991,Japanese Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,La Pecora Bianca,40.755115567092155,-73.96850858256543,Italian Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Alcala,40.751216649483304,-73.97159624144656,Spanish Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Mee Noodle,40.75427756965342,-73.96900466895251,Noodle House
Turtle Bay,40.752042369507215,-73.96770824581834,Peter Detmold Park,40.75359909960432,-73.96364756807965,Park
Turtle Bay,40.752042369507215,-73.96770824581834,Pathos Cafe,40.7545897,-73.9653548,Greek Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,The Health Nuts,40.75177299161759,-73.9711157106159,Health Food Store
Turtle Bay,40.752042369507215,-73.96770824581834,Katharine Hepburn Garden,40.752430313632026,-73.96940767765044,Garden
Turtle Bay,40.752042369507215,-73.96770824581834,Mighty Bowl,40.75096979898272,-73.97145558640254,Asian Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Tudor City Park South,40.74876578594654,-73.97077529524509,Park
Turtle Bay,40.752042369507215,-73.96770824581834,Yogi Korean Cart,40.755034143396855,-73.97156734610637,Food Truck
Turtle Bay,40.752042369507215,-73.96770824581834,Le Bateau Ivre,40.75592930054313,-73.9689434694732,French Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Sakagura,40.751304870459144,-73.9733141805895,Sake Bar
Turtle Bay,40.752042369507215,-73.96770824581834,Sparks Steak House,40.753150244877446,-73.97202587725334,Steakhouse
Turtle Bay,40.752042369507215,-73.96770824581834,Ben & Jack's Steakhouse,40.75141415877203,-73.97275223750951,Steakhouse
Turtle Bay,40.752042369507215,-73.96770824581834,Buttercup Bake Shop,40.75598459662436,-73.96776579040562,Bakery
Turtle Bay,40.752042369507215,-73.96770824581834,Sushi You,40.75575198016407,-73.96868084805658,Sushi Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,The Horny Ram,40.755247944230575,-73.9684117969605,Bar
Turtle Bay,40.752042369507215,-73.96770824581834,Ristorante DeGrezia,40.75536173115359,-73.96961430939784,Italian Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Aerial Arts NYC,40.75495572563759,-73.96975540237747,Gym
Turtle Bay,40.752042369507215,-73.96770824581834,Amma,40.75562,-73.968666,Indian Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Greenacre Park,40.756307089955506,-73.96928710389531,Plaza
Turtle Bay,40.752042369507215,-73.96770824581834,Smith & Wollensky,40.75524817570486,-73.97117774711768,Steakhouse
Turtle Bay,40.752042369507215,-73.96770824581834,Sushi Yasuda,40.75109739134529,-73.97349536418915,Sushi Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Soba Totto,40.75145344196811,-73.97336785016539,Soba Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Bluestone Lane,40.75532207924187,-73.97058881353587,Coffee Shop
Turtle Bay,40.752042369507215,-73.96770824581834,Luke's Lobster,40.75166608242673,-73.97329713341688,Seafood Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Pietro's,40.75083829259142,-73.97254320978729,Italian Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,SOCARRAT Paella Bar - Midtown East,40.75529,-73.96846,Paella Restaurant
Turtle Bay,40.752042369507215,-73.96770824581834,Gyu-Kaku Japanese BBQ,40.755730504250046,-73.9708969487331,Japanese Restaurant
